Employee ID,First name,Last name,Gender,Date of birth,Department,Country
4545419,Ngo Anh,Tuan,Female,11/07/1982,50214,Lao
7392901,Luong Viet,An,Male,22/05/2000,43794,Indonesia
4702865,Nguyen Tan,Bao,Male,03/03/1971,46324,Malaysia
7664165,Truong Chan,Buu,Male,06/02/1983,50214,Malaysia
5704270,Ta Tien,Dat,Male,08/05/1987,35001,Campuchia
2197104,Vo Khanh,Duy,Female,27/02/1973,59645,Brunei
5136469,Nguyen Duc Nhat,Hao,Female,18/04/1961,50214,Vietnam
5467668,Nguyen Gia,Hung,Male,03/10/2000,35001,Campuchia
9944618,Nguyen Quoc,Khai,Female,26/04/1964,59645,Thailan
1464473,Truong Duc Anh,Khoa,Male,01/01/1980,15144,Philippines
6402404,Pham Ngoc,Linh,Male,15/09/1965,46324,Malaysia
7889572,Nguyen Nhat,Nam,Female,10/06/1960,19810,Singapore
3431586,Tran Khoi,Nguyen,Male,21/06/1962,15144,Thailan
6093678,Trinh Thanh,Nhan,Male,08/01/1987,15144,Indonesia
2682982,Nguyen Thanh,Phat,Female,23/03/1967,43794,Thailan
1888151,Tang Thieu,Phong,Male,06/05/1966,59645,Brunei
7573663,Vien Ngoc Minh,Sang,Male,24/10/1972,15144,Indonesia
3685014,Lu Thanh,Tam,Male,23/06/1968,59645,Lao
5127478,Pham Duc,Thien,Female,27/02/1996,35001,Singapore
6836490,Nguyen Tran Truong,Tu,Male,06/02/1988,46324,Singapore
2668011,Nguyen Le Ha,Vi,Female,23/11/1982,35001,Philippines
2910286,Tran Ton Quang,Vu,Female,02/08/1984,15144,Singapore
8205151,Vu Bao,An,Male,01/05/1995,50214,Singapore
7716248,Nguyen Dinh Gia,Bao,Female,05/01/1997,67518,Malaysia
8156572,Thai Nguyen Thanh,Cong,Male,11/11/1995,50214,Vietnam
6061515,Luong Chi,Dung,Female,05/11/1993,35001,Indonesia
9388957,Nguyen Khanh,Duy,Female,05/08/1996,50214,Campuchia
6242363,Nguyen Lam,Hung,Male,26/05/1984,59645,Singapore
5856337,Le Thanh,Huy,Male,24/01/1963,59645,Thailan
9413798,Nguyen Ngo Dang,Khoa,Male,13/04/1998,46324,Malaysia
6982280,Tran Dang Dang,Khoa,Male,29/05/1973,19810,Philippines
5591377,Nguyen Ngoc,Nam,Female,07/07/1994,35001,Singapore
9302482,Ly Khoa,Nam,Female,06/06/1965,67518,Thailan
4644218,Nguyen Thanh,Nguyen,Female,28/07/1976,50214,Singapore
2315398,Vo Khanh,Nhu,Female,03/08/1993,46324,Vietnam
6007032,Kieu Thanh,Phat,Female,23/07/1963,59645,Philippines
8396010,Pham Le,Quan,Female,07/10/1970,99717,Malaysia
3264270,Nguyen Thanh,Tai,Female,08/03/1982,15144,Myanmar
1861227,Le Nguyen Hoang,Thai,Female,11/12/1991,99717,Thailan
9306304,Le Thanh,Tien,Male,08/01/1996,50214,Philippines
6135837,Nguyen Hoang Anh,Tu,Male,21/08/1966,67518,Campuchia
5319546,Nguyen Hoang,Viet,Male,20/02/1982,19810,Myanmar
4072974,Ho Huu,An,Male,16/03/1977,19810,Singapore
4121282,Thai Phan Huy,Bao,Male,09/04/1967,46324,Lao
8311034,Nguyen Duc Duy,Bao,Female,11/06/1975,19810,Malaysia
4460970,Dang Thanh,Dat,Female,11/11/1999,50214,Indonesia
3895363,Giang Hoang,Dat,Male,06/05/1983,15144,Vietnam
3746476,Ngo Thi Ngan,Giang,Female,30/06/1985,35001,Myanmar
5524502,Nguyen Song,Hung,Male,17/02/1985,35001,Thailan
7075189,Do Nhat,Huy,Female,15/10/1965,99717,Indonesia
2347729,Nguyen Ngoc,Huy,Female,26/07/1998,59645,Malaysia
9483170,Phan Thanh,Huy,Female,01/11/1997,15144,Singapore
6775282,Le Quang,Lam,Female,16/02/1983,15144,Brunei
5591104,Bui Huu,Loc,Female,23/05/1979,46324,Lao
1745410,Le Thanh,Nhan,Female,05/05/1990,43794,Thailan
2764874,Van Cong Nguyen,Phong,Male,11/08/1973,59645,Lao
7724859,Nguyen Hoang,Phuc,Male,02/04/1988,15144,Thailan
4350380,Do Minh,Quan,Male,01/04/1961,46324,Indonesia
1787923,Le Tien,Thanh,Female,31/10/1999,99717,Myanmar
7511494,Trinh Minh Tich,Thien,Female,16/08/1979,15144,Thailan
3331276,Tran Minh,Thuy,Male,26/08/1972,50214,Vietnam
8557531,Nguyen Thanh,Tuan,Male,21/05/1986,99717,Campuchia
7975039,Luong Khanh,Vy,Female,23/03/1980,15144,Philippines
9036472,Tran Nhut,Anh,Male,14/01/1971,35001,Vietnam
8868659,Nguyen Thanh,Bao,Female,15/07/1961,46324,Lao
1584231,Nguyen Manh,Cuong,Male,28/09/1971,15144,Brunei
5814600,Vi Thanh,Dat,Female,13/09/1988,15144,Malaysia
3121429,Nguyen Lam,Duy,Male,27/06/1979,50214,Myanmar
7448980,Ngo Mong,Hoan,Male,02/10/1966,35001,Indonesia
6839655,Thai Kim,Huong,Male,09/12/2000,67518,Vietnam
4555426,Le Quang,Huy,Male,09/09/1998,15144,Philippines
9250136,Nguyen Khac,Huy,Male,03/05/1994,19810,Campuchia
9105771,Nguyen Van,Khoa,Male,05/08/1997,43794,Thailan
2724701,Tang Nha,Linh,Female,14/07/1979,35001,Philippines
1998900,Doan Nguyen Minh,Man,Female,19/05/1994,59645,Vietnam
7893821,Ly Manh,Phi,Male,26/10/1980,99717,Indonesia
3917136,Tran Hoang,Phuc,Female,23/01/1977,50214,Thailan
4714879,Nguyen Thanh,Phuc,Male,14/02/1982,15144,Thailan
6858869,Vu Quoc Nhat,Tan,Female,19/04/1964,50214,Myanmar
8111412,Nguyen Thi Thanh,Thao,Female,17/05/1982,59645,Brunei
7808521,Dang Xuan,Thinh,Male,15/12/1992,15144,Lao
1177646,Nguyen Anh,Tuan,Female,07/08/1992,46324,Singapore
2300449,Tran Dinh Quang,Vinh,Male,12/12/1994,99717,Thailan
7263147,Tran Quoc,An,Male,30/06/1974,43794,Myanmar
5410382,Truong Gia,Bao,Male,12/04/1968,43794,Singapore
7977785,Pham Phu,Binh,Female,16/09/1970,43794,Singapore
1825832,Ngo Tan,Dat,Male,14/10/1983,99717,Singapore
4226345,Bui Hai,Duong,Female,02/02/1970,99717,Philippines
9395721,Do Hoang,Duy,Male,01/07/1977,19810,Thailan
5136680,Phan Minh,Hoang,Female,27/04/1968,35001,Malaysia
1350571,Truong Huynh Dang,Khoa,Female,24/06/1995,35001,Lao
5551768,Nguyen Hai,Long,Female,17/04/1981,19810,Lao
4701981,Nguyen Gia,My,Male,11/07/1981,50214,Campuchia
4697224,Trang Si,Nam,Female,15/03/1986,43794,Vietnam
9840220,Pham Hoang Minh,Nhat,Male,01/02/1970,15144,Campuchia
1931028,Bui Anh,Phu,Female,14/04/1993,50214,Campuchia
1599125,Le Tran Nhat,Quang,Female,29/01/1965,35001,Thailan
1983802,La Nguyen Quoc,Thinh,Male,12/11/1961,19810,Malaysia
4874973,Nguyen Kieu Thuy,Tien,Male,30/08/1960,46324,Indonesia
1400471,Trang Trung,Tien,Female,18/12/1991,46324,Malaysia
6093405,Nguyen Van,Truong,Female,09/05/1978,43794,Lao
3566887,Huynh Anh,Tu,Male,20/11/1998,15144,Indonesia
9720641,Nguyen Pham Thanh,Uyen,Female,13/06/1990,59645,Vietnam
4128509,Khuu Thi Huynh,Yen,Male,13/01/1971,15144,Campuchia
3060171,Tran Nguyen Duy,Bao,Male,25/05/1969,15144,Philippines
7017872,Tran Quoc,Bao,Female,03/11/1960,43794,Philippines
5032293,Nguyen Phuc Minh,Dang,Male,11/01/1977,19810,Philippines
3422041,Phan Thanh,Dat,Female,22/09/1971,99717,Thailan
2754358,Pham Kim,Duong,Female,13/09/1997,15144,Vietnam
8170932,Le Nguyen Viet,Hiep,Female,11/08/1968,50214,Malaysia
2548395,Mai Xuan,Khang,Female,27/03/1968,15144,Myanmar
5825537,Ngo Minh,Khoi,Male,23/10/1998,15144,Philippines
5189061,Nguyen Ngoc,Minh,Male,31/01/1979,99717,Myanmar
9318400,Vo Kien,Nam,Male,12/09/1978,35001,Singapore
6378727,Tran Huu,Nhan,Male,17/12/1989,46324,Myanmar
8046731,Pham Tran Tien,Phat,Female,12/11/1992,59645,Lao
7405898,Nguyen Van,Phuc,Male,04/02/1977,19810,Thailan
4034563,Truong Cong,Thanh,Female,16/08/1984,50214,Campuchia
1266743,Nguyen Tri,Thuc,Female,18/12/1978,35001,Campuchia
7762891,Nguyen Le Phuoc,Tien,Female,03/03/1979,99717,Malaysia
3534322,Le,Tri,Female,05/07/1965,46324,Brunei
8919860,Le Cam,Tu,Male,17/08/1974,43794,Thailan
9077583,Phan Anh,Tuan,Female,09/01/1988,43794,Malaysia
3187584,Hoang Dinh Quy,Vu,Female,06/04/1991,99717,Brunei
1830964,Nguyen Duy,Anh,Male,13/10/1972,35001,Brunei
6095625,Dang Gia,Bao,Male,22/11/1962,15144,Indonesia
8517345,Le Thai Gia,Bao,Female,24/04/1976,43794,Philippines
8553952,Pham Le Quoc,Dat,Female,14/01/1965,67518,Malaysia
3294460,Do Nguyen Dac,Duy,Male,11/10/1965,19810,Lao
2495106,Nguyen Minh,Duy,Female,02/07/1990,50214,Philippines
6509405,Le Toan,Hien,Male,12/09/1995,43794,Campuchia
5989599,La Gia,Hiep,Female,17/07/1993,15144,Lao
2625134,Nguyen Quoc,Huy,Female,18/07/1968,46324,Philippines
6755797,Lee,Jihun,Male,06/10/1967,46324,Thailan
5429870,Do Tuan,Kiet,Female,30/12/1960,35001,Brunei
1345910,Le Thanh,Loi,Female,23/11/1974,99717,Brunei
3856094,Le Pham Gia,Long,Male,21/04/1964,59645,Brunei
6979188,Duong Ngoc Bao,Nhi,Female,07/08/1970,67518,Singapore
9424149,Huynh Ba,Nhut,Male,27/05/1963,59645,Brunei
3777290,Nguyen Tien,Phuc,Female,08/11/1976,99717,Lao
2356579,Trinh Hung,Quan,Male,05/10/1980,50214,Lao
5041898,Nguyen Huu,Thang,Female,14/12/1978,35001,Singapore
5933442,Nguyen Ngoc,Thong,Male,12/03/1999,46324,Thailan
5916844,Nguyen Huu,Tinh,Male,07/11/1961,43794,Campuchia
6965072,Nguyen Minh,Triet,Female,27/02/1970,99717,Vietnam
2355672,Nguyen Khac,Trieu,Male,03/02/1970,43794,Myanmar
8320868,Nguyen Duy,Trung,Male,04/08/1964,43794,Philippines
2564092,Nguyen Huynh Minh,Tuan,Female,05/02/1975,50214,Brunei
8623047,Nguyen Tan,An,Female,07/02/1972,46324,Philippines
2212090,Nguyen The,Anh,Male,15/08/1976,50214,Philippines
3753025,Tran Phuong,Ban,Male,12/04/1968,15144,Myanmar
3621644,Lam Son,Binh,Male,18/08/1984,99717,Philippines
4020647,Tran Ngoc Quynh,Chau,Female,08/11/1964,43794,Indonesia
5498787,Huynh Tien,Cuong,Female,23/08/1988,35001,Thailan
3141482,Ho Quoc,Dat,Male,03/07/1984,50214,Singapore
9839977,Trinh Quoc,Dung,Female,11/10/1997,67518,Myanmar
2660444,Huynh Xuan,Hao,Female,12/05/1977,35001,Myanmar
7771292,Le Ngoc,Hieu,Male,11/02/1970,59645,Singapore
6114738,Pham Trong,Hoang,Male,22/04/1966,46324,Malaysia
7157443,Phan Luc Minh,Huong,Female,26/07/1976,43794,Singapore
8531431,Le Nhat,Huy,Female,05/08/1999,15144,Indonesia
1785508,Luu Khang,Huy,Male,07/10/1960,35001,Lao
8114813,Nguyen Minh,Khai,Female,04/12/1960,19810,Vietnam
7403055,Tran Duy,Khoi,Female,15/01/1992,99717,Brunei
4131266,Nguyen Trung,Kien,Male,27/09/1967,46324,Malaysia
7226760,Nguyen Thi Phuong,Lan,Female,20/05/1987,46324,Vietnam
4186249,Le Huu,Loi,Male,02/03/1965,46324,Myanmar
7508425,Nguyen Thi Thanh,Nga,Female,12/11/1960,43794,Lao
3219234,Duong Trung,Nguyen,Female,29/07/1994,19810,Indonesia
8682909,Nguyen Xuan,Nhan,Female,04/10/1998,35001,Indonesia
2936629,Nguyen Minh,Phu,Male,15/12/1982,67518,Philippines
3296235,Nguyen Van,Phu,Female,13/07/1967,99717,Singapore
1497351,Le Thanh,Phuc,Female,05/09/1973,15144,Singapore
5523777,Dam Thi,Phuong,Male,18/01/1985,15144,Indonesia
5969157,Nguyen Chau Hung,Quoc,Female,24/05/1973,43794,Vietnam
5529531,Doan Thi Diem,Quynh,Male,06/09/1976,67518,Thailan
1311812,Vo Huu,Tai,Male,10/07/1991,50214,Vietnam
9611998,Nguyen Khoa,Tai,Female,02/08/1992,59645,Campuchia
2382553,Nguyen Tho,Thang,Male,21/10/1976,43794,Brunei
7928003,Duong Thai,Tin,Male,07/02/1969,43794,Myanmar
1749590,Dao Thi Thuy,Trang,Female,12/06/1963,99717,Malaysia
3181827,Khuong Trung,Tuan,Male,07/10/1983,19810,Singapore
6480622,Pham Le Anh,Tuan,Male,27/07/1975,35001,Thailan
9925897,Tran Phan Hoan,Viet,Female,16/06/1976,15144,Brunei
4012438,Nguyen Hoai,An,Female,11/12/1997,35001,Thailan
3186880,Nguyen Hoang,Danh,Female,28/10/1983,46324,Brunei
3598669,Nguyen Thanh,Do,Female,13/02/1981,99717,Brunei
6161715,Luong Viet,Duc,Male,07/08/1979,43794,Thailan
6475628,Nguyen Thanh Hong,Duc,Female,20/09/1983,59645,Campuchia
1141428,Nguyen Thi Hong,Gam,Female,15/12/1990,50214,Philippines
3258497,Nguyen Ngoc Huong,Giang,Male,25/12/1977,43794,Lao
9566973,Nguyen Ngoc,Giau,Female,01/03/1969,59645,Malaysia
1582219,Luong Gia,Hao,Female,23/04/1999,15144,Brunei
5658599,Pham Trung,Hau,Female,28/01/1982,15144,Campuchia
5981733,Le Gia,Huy,Male,24/06/1976,50214,Campuchia
3015367,Vuong Thanh,Huy,Female,26/03/1997,43794,Brunei
5769087,Nguyen Minh,Khang,Female,28/01/1993,43794,Indonesia
2093086,Vu Gia,Khanh,Male,05/11/1966,67518,Vietnam
3812442,Vo Nguyen Anh,Khoa,Male,25/04/1979,15144,Myanmar
6582837,Luong Mai Thanh,Khoi,Male,17/11/2000,35001,Myanmar
1367814,Truong Anh,Kiet,Male,19/03/1980,99717,Malaysia
4542033,Nguyen Hoang,Loc,Male,19/02/1976,99717,Vietnam
9750977,Duong Dinh Chi,Long,Male,28/03/1975,67518,Lao
7408855,Nguyen Phuc Sy,Luan,Male,28/10/1964,46324,Thailan
7356910,Tran The,Luat,Male,30/09/1993,67518,Thailan
3413881,Le Kim,Ngan,Male,18/02/1975,59645,Vietnam
2881752,Le Thi Xuan,Ngan,Male,26/06/1963,46324,Philippines
3442424,Vo Minh,Nhan,Female,27/12/1996,43794,Campuchia
4413107,Nguyen Vo Hoang,Phan,Male,31/08/1960,67518,Singapore
9316784,Huynh Thanh,Phong,Female,29/03/1997,35001,Lao
9897740,Le Thanh,Phong,Female,20/01/1996,59645,Malaysia
3562490,Phan Hoang,Phu,Female,07/06/1979,59645,Thailan
2901430,Ngo Thien,Anh,Male,11/03/1964,99717,Singapore
3535352,Le Thi Phi,Du,Male,24/05/1985,19810,Vietnam
9140275,Ha Thi Thuy,Duong,Female,25/02/1974,59645,Lao
9661846,Nguyen Quang,Hieu,Male,01/06/1977,67518,Indonesia
7118139,Pham Phuong,Ngoc,Female,01/06/1986,35001,Thailan
9068142,Lam Truong,Phu,Female,14/08/1991,35001,Malaysia
8132643,Dinh Hoang,Phuc,Male,11/04/1984,19810,Philippines
3471476,Le Minh,Quan,Male,01/03/1977,43794,Malaysia
3638210,Nguyen Anh,Quan,Male,04/06/1978,50214,Vietnam
8780058,Dang Nhu,Quynh,Male,24/07/2000,67518,Malaysia
7598516,Pham Nhat,Quynh,Male,29/07/1993,67518,Brunei
5362398,Duong Tuan,Sang,Female,19/10/1993,99717,Malaysia
4810872,Nguyen Hoang,Sang,Female,22/10/1968,59645,Indonesia
3762417,Le Dao Duy,Tan,Female,12/10/1999,15144,Malaysia
5944613,Nguyen Thanh Nhat,Tan,Female,22/01/1980,59645,Philippines
5950108,Tran Tan,Thanh,Male,16/07/1977,19810,Campuchia
5370020,Le Huynh Quoc,Thinh,Male,18/02/1975,67518,Vietnam
5091021,Phan Cong,Thinh,Female,05/08/1962,46324,Lao
8397571,Dinh Ngoc Thuy,Tien,Male,24/12/1987,43794,Brunei
8236873,Ngo Minh,Tien,Female,17/07/1985,15144,Brunei
4931640,Nguyen Huu,Tin,Male,30/01/1981,19810,Malaysia
5551958,Huynh Thi Mong,Trinh,Male,20/08/1977,59645,Vietnam
8225897,Cao Ngoc Van,Truc,Male,14/05/1972,67518,Thailan
5076312,Nguyen Huu,Trung,Female,31/08/1996,67518,Myanmar
7475274,Doan Thai,Tu,Male,13/03/1999,99717,Indonesia
7744998,Nguyen Anh,Tu,Female,15/04/1976,15144,Vietnam
7914851,Nguyen Trieu,Vi,Male,04/12/1986,19810,Brunei
6089844,Nguyen Dang Huy,Vu,Female,04/01/1999,43794,Vietnam
6102334,Pham Tran Nghia,An,Female,13/08/2000,43794,Malaysia
3670330,Tran Vinh,An,Female,08/12/1977,46324,Indonesia
5004164,Ton Quang,Bach,Female,14/09/1988,67518,Malaysia
8481795,Tran Gia,Bao,Female,12/02/1984,15144,Brunei
1665566,Truong Quoc,Bao,Female,10/06/1962,50214,Brunei
8250782,Le Nhu,Binh,Female,01/06/1995,67518,Philippines
2288649,Ngo Chi,Cuong,Male,13/07/1981,46324,Myanmar
4593019,Nguyen Thanh,Dat,Male,16/11/1962,59645,Brunei
9287540,Le Thi Van,Du,Female,05/03/1982,43794,Brunei
8084771,Nguyen Trung,Dung,Male,05/10/1976,67518,Indonesia
6138747,Tran Huynh,Dung,Male,06/06/1998,43794,Malaysia
5785124,Nguyen Tran,Duy,Female,04/05/1972,50214,Lao
6326444,Tran Le,Duy,Female,11/01/1965,15144,Vietnam
2711448,Nguyen Van,Hao,Female,01/02/1984,67518,Philippines
5825378,Pham Duc Minh,Hieu,Male,20/07/1966,35001,Campuchia
1393480,Nguyen Huy,Hoa,Male,31/05/1984,19810,Lao
7300634,Nguyen Manh,Hung,Female,15/12/1966,15144,Myanmar
1954067,Ho The,Hung,Male,04/09/1984,50214,Vietnam
7411972,Huynh Gia,Huy,Male,15/05/1987,46324,Vietnam
9104204,Tran Duc,Huy,Female,07/09/1979,67518,Myanmar
4055240,Nguyen Tran Dang,Khoa,Male,29/12/1974,99717,Thailan
7154289,Le Tran,Phu,Female,21/01/1969,43794,Vietnam
4802288,Bui Quang,Thinh,Male,05/04/1982,15144,Myanmar
3146553,Dang Minh,Thong,Female,27/11/1981,67518,Myanmar
2220331,Vo Minh,Thuan,Female,17/09/1985,99717,Singapore
7360611,Nguyen Dinh Ai,Trinh,Male,14/12/1998,35001,Brunei
1752328,Phan Cong,Vinh,Male,24/11/1970,46324,Thailan
8271964,Kieu Cao Minh,Kiet,Female,06/04/1968,46324,Thailan
7223031,Huynh Thanh,Liem,Male,17/06/1963,19810,Campuchia
4956916,Hoang Phuong,Linh,Female,12/11/1987,46324,Thailan
3785073,Huynh Nhat,Linh,Male,09/04/2000,99717,Lao
6643183,Nguyen Khanh,Linh,Female,10/10/1990,19810,Lao
8220195,Hoang Phu,Loc,Female,11/08/1991,19810,Singapore
8400399,Vu Le Tien,Long,Male,16/03/1972,19810,Lao
9845541,Nguyen Vo Hoai,Nam,Female,17/09/1977,67518,Campuchia
8870970,Bui Thai,Ngoc,Female,10/09/1998,35001,Vietnam
2180999,Nguyen Ngoc Xuan,Nhu,Female,16/05/1991,50214,Thailan
5444019,Le Huynh,Phat,Male,10/02/1990,35001,Singapore
8675350,Le Hoang,Phuc,Male,25/10/1968,46324,Malaysia
5995061,Nguyen Nhut,Thanh,Female,11/05/1986,46324,Philippines
9342439,Nguyen Tan,Thanh,Male,23/09/1981,19810,Vietnam
4694787,Dang Thi Minh,Thu,Male,20/03/1974,15144,Indonesia
2990956,Nguyen Thi Cam,Thuy,Male,26/06/2000,67518,Singapore
9151901,Phung Thi Thuy,Tien,Male,01/01/1993,99717,Campuchia
6609459,Hoang Van,Tien,Female,03/06/1997,59645,Myanmar
9996560,Phan Minh,Tien,Male,08/08/1961,67518,Lao
6633974,Vo Trong,Tinh,Female,06/07/1981,46324,Singapore
1317108,Tran Sy Thanh,Tram,Male,26/11/1995,15144,Vietnam
9774264,Nguyen Phuc,Trong,Female,30/01/1993,46324,Vietnam
7114840,Nguyen Nang Hoang,Truc,Male,16/05/1975,15144,Philippines
3983313,Nguyen Thi Thanh,Truc,Female,06/04/1997,50214,Malaysia
1565989,Nguyen Le Quoc,Trung,Male,09/10/1990,46324,Brunei
1942131,Luong Quang,Vinh,Female,19/03/1962,46324,Vietnam
2988595,To Xuan,Vinh,Male,07/08/1973,99717,Malaysia
7914067,Nguyen Chi,An,Male,05/03/1974,43794,Vietnam
5136476,Bui Khac Hai,Bang,Male,26/08/1960,19810,Thailan
4304601,La Quoc,Bao,Male,06/05/1960,35001,Thailan
8538960,Hoang Dac,Binh,Female,18/10/1961,59645,Lao
5500923,Nguyen Thanh,Dai,Female,06/02/1986,50214,Thailan
9045267,Tran Quang,Dang,Female,19/07/1979,50214,Thailan
9446175,Ngo Van,Danh,Male,07/09/1997,99717,Brunei
4234155,Pham Tien,Dat,Male,11/09/1970,67518,Philippines
1915357,Tran Thanh,Dat,Male,05/01/1982,46324,Thailan
8784177,Nguyen Huynh,Duc,Male,07/01/1988,99717,Myanmar
7863347,Le Nguyen Anh,Duy,Female,01/04/1974,59645,Philippines
7463452,Nguyen Thi My,Han,Female,07/04/1979,67518,Myanmar
4371840,Truong Thai Dan,Huy,Male,23/05/1971,50214,Indonesia
6210522,Vo Dat Cong,Khanh,Male,21/08/1993,99717,Singapore
5989454,Nguyen Tran Minh,Khoa,Female,21/05/1995,59645,Vietnam
3020932,Phan Dang,Khoi,Male,07/02/1983,99717,Campuchia
8257320,Trieu Gia,Ky,Female,20/05/1982,50214,Vietnam
